"SummonerName","KDA","AvgKills","AvgDeaths","AvgAssists","TOP_played","JUNGLE_played","MID_played","ADC_played","SUPPORT_played","WinRate","VisionWards","WardsKilled","WardsPlaced","TowersKilled","InhibitorKills","DragonsKilled","RiftHeraldKilled","BaronKilled","KillContribution","TotalDamageDealtToChampions","TotalDamageTaken","TotalHeal","CCDuration","GoldEarned","AvgGameLength","topPlayedLength","midPlayedLength","junglePlayedLength","adcPlayedLength","supportPlayedLength","D_ADC","DT_ADC","CS_zeroToTen_ADC","CS_ADC","H_ADC","D_MID","DT_MID","CS_zeroToTen_MID","CS_MID","H_MID","D_TOP","DT_TOP","CS_zeroToTen_TOP","CS_TOP","H_TOP","D_JG","DT_JG","CS_zeroToTen_JG","CS_JG","H_JG","D_SUP","DT_SUP","CS_zeroToTen_SUP","CS_SUP","H_SUP"
"Lesbianism",2.41,0.70,3.70,8.20,0,0,0,0,10,20,0, 31, 111, 0, 0, 8,1,3,45, 43201, 114516, 37326, 37.43, 70255,1669.7,0,0,0,0,16697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43201,114516,3.00,147,37326
"Huntits",2.31,5.50,4.80,5.60,5,1,0,4,0,30,4, 4, 53, 7, 2, 8,0,3,45, 192339, 265959, 38813, 55.30, 119429,1974.8,10328,0,979,8441,0,86819,70813,51.00,853,11331,0,0,0,0,0,104018,192171,56.40,1093,27364,1502,2975,14.00,0,118,0,0,0,0,0
"TFB0YS",2.57,5.60,4.40,5.70,2,0,4,3,1,50,10, 19, 118, 7, 1, 15,4,3,43, 157811, 178937, 19954, 31.55, 112427,1767.5,3578,7873,0,4782,1442,48990,38489,77.33,631,7625,71184,87177,63.00,679,8242,31724,39841,55.50,376,3068,0,0,0,0,0,5913,13430,11.00,23,1019
"Arizor",5.19,2.60,3.10,13.50,0,0,0,0,10,70,31, 22, 189, 12, 0, 19,4,4,54, 98948, 143738, 34604, 76.45, 101830,1880.8,0,0,0,0,18808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98948,143738,7.10,376,34604
"Seng",2.28,4.30,5.80,8.90,1,4,5,0,0,60,2, 54, 154, 5, 0, 15,0,3,55, 155836, 227934, 57837, 67.93, 114166,1993.8,1806,8978,9154,0,0,0,0,0,0,0,69245,79887,50.00,696,16159,17111,17772,62.00,185,2610,69480,130275,1.00,278,39068,0,0,0,0,0
"BaneFire344",1.86,5.80,6.40,6.10,2,2,6,0,0,30,1, 28, 112, 7, 1, 12,1,1,45, 207738, 257494, 40112, 52.58, 123913,2102.6,5091,12365,3570,0,0,0,0,0,0,0,124695,122079,48.00,1003,9542,63761,83860,56.00,502,6704,19282,51555,3.00,150,23866,0,0,0,0,0
"BoxRavanger",3.26,6.00,5.00,10.30,5,2,0,3,0,60,2, 19, 70, 18, 2, 21,7,3,47, 173395, 241514, 40363, 89.43, 125352,1940.7,9219,0,4675,5513,0,44726,50470,43.67,483,13112,0,0,0,0,0,90670,128757,54.80,763,17229,37999,62287,32.00,16,10022,0,0,0,0,0
"Drakomagnum",2.84,12.40,7.50,8.90,0,5,5,0,0,50,8, 29, 117, 9, 1, 16,1,2,62, 316554, 313810, 69257, 70.68, 150150,2095.9,0,10645,10314,0,0,0,0,0,0,0,112503,127021,54.80,783,14204,0,0,0,0,0,204051,186789,6.80,522,55053,0,0,0,0,0
"Dadmin Cookie",3.58,1.30,4.30,14.10,0,0,2,0,8,40,7, 69, 163, 9, 1, 22,4,3,53, 132501, 158608, 73433, 78.42, 105437,2091.4,0,4643,0,0,16271,0,0,0,0,0,57732,29819,70.00,409,4204,0,0,0,0,0,0,0,0,0,0,74769,128789,3.38,229,69229
"Iravnax",1.98,5.20,6.10,6.90,1,2,1,6,0,40,8, 11, 88, 6, 2, 8,2,5,43, 184495, 232805, 46306, 83.73, 117135,1914.8,1970,1478,4714,10986,0,120982,107330,64.00,1142,15685,14547,15693,34.00,80,1090,20122,33463,49.00,134,8335,28844,76319,1.50,193,21196,0,0,0,0,0
