"SummonerName","KDA","AvgKills","AvgDeaths","AvgAssists","TOP_played","JUNGLE_played","MID_played","ADC_played","SUPPORT_played","WinRate","VisionWards","WardsKilled","WardsPlaced","TowersKilled","InhibitorKills","DragonsKilled","RiftHeraldKilled","BaronKilled","KillContribution","TotalDamageDealtToChampions","TotalDamageTaken","TotalHeal","CCDuration","GoldEarned","AvgGameLength"
"Sorry Im Ahri",1.84,4.40,5.10,5.00,0,1,9,0,0,50,12, 40, 124, 7, 1, 7,3,2,38, 178690, 209287, 32977, 31.47, 114265,1792.4
"LemurHumper",2.85,5.50,4.10,6.20,0,3,4,3,0,30,40, 44, 153, 10, 3, 10,3,2,53, 227528, 272578, 98692, 333.22, 126820,2029.6
"BludBathnBeyond",1.85,6.10,6.60,6.10,8,2,0,0,0,50,10, 28, 95, 11, 1, 13,2,4,56, 211594, 324635, 52624, 68.52, 116880,1822.3
"Nitop",2.27,4.80,4.40,5.20,1,7,0,2,0,60,9, 32, 126, 11, 4, 16,2,2,48, 123396, 220676, 84470, 56.85, 109200,1683
"PNG Frozen",5.00,3.00,4.10,17.50,1,0,0,0,9,80,16, 75, 219, 8, 2, 24,4,7,65, 157537, 240727, 47080, 60.13, 131743,2136.9
"SwimBirds",2.48,6.70,6.50,9.40,0,9,1,0,0,30,5, 54, 172, 3, 0, 9,9,7,62, 195039, 310151, 79514, 114.23, 123787,1949.4
"SC Phatoms",2.70,8.00,5.70,7.40,2,0,8,0,0,60,20, 58, 143, 12, 2, 21,1,9,51, 276505, 274893, 54990, 89.45, 148929,2195.8
"Hide on vegas",2.59,1.60,4.40,9.80,1,2,0,0,7,30,30, 59, 241, 1, 1, 9,4,4,54, 69564, 190968, 48492, 34.78, 88818,1700.5
"LittleChineseB0y",3.27,6.80,4.90,9.20,0,4,3,3,0,40,5, 33, 105, 12, 2, 20,4,4,55, 211616, 256594, 61022, 94.22, 126957,1893.3
"Blind Energy",5.49,9.00,3.50,10.20,0,1,1,8,0,80,2, 39, 123, 16, 4, 24,5,7,60, 308081, 208506, 50529, 52.43, 147459,2066.5
"BDR Rustle",1.82,5.70,6.20,5.60,1,1,0,8,0,30,2, 29, 77, 15, 3, 12,2,3,53, 193086, 202406, 40394, 86.35, 122654,1813.8
"ZhangOneHappy",2.21,2.70,5.80,10.10,0,2,0,0,8,50,27, 31, 169, 0, 1, 19,4,5,54, 89075, 209982, 49338, 137.70, 92806,1793.3
"YeIlow Flash",2.46,5.70,5.20,7.10,2,2,1,5,0,40,7, 19, 127, 10, 0, 8,2,3,59, 204710, 196071, 38588, 58.80, 112352,1748.6
"Kotori Chan",2.92,2.10,4.80,11.90,0,0,0,0,10,40,37, 43, 256, 2, 1, 16,4,4,51, 133774, 190378, 29579, 45.57, 99834,1969.9
"Procrastination",1.98,1.50,5.10,8.60,0,0,0,3,7,40,21, 54, 207, 4, 1, 9,4,4,46, 69461, 165201, 26282, 24.58, 86072,1691.6
"Boost3d Lulu",3.17,4.60,4.70,10.30,7,3,0,0,0,40,14, 34, 103, 11, 0, 11,1,4,52, 169873, 292895, 65442, 92.95, 119214,1845.8
"RamboCarries",11.92,0.50,1.20,13.80,0,0,0,0,10,60,15, 42, 347, 1, 1, 17,4,5,60, 37497, 103906, 76297, 18.90, 88744,1954.2
"Millennials",3.92,2.20,3.70,12.30,0,1,3,0,6,60,44, 35, 217, 4, 0, 15,4,1,59, 74960, 212191, 57675, 35.47, 85923,1623.3
"Pleinairz",2.90,3.50,5.00,11.00,0,1,1,0,8,70,1, 37, 145, 4, 0, 15,3,4,51, 120102, 156564, 49436, 39.25, 100132,1802.9
"Peanut Damage",2.56,4.90,4.80,7.40,3,0,0,7,0,40,5, 31, 109, 14, 1, 16,1,5,48, 156326, 181426, 35400, 73.35, 117205,1773.1
"Mmaghei",2.06,4.50,4.90,5.60,3,3,4,0,0,30,13, 42, 117, 4, 0, 12,1,2,51, 114223, 194914, 42769, 76.27, 95607,1610.7
"Dmace",2.57,0.70,5.40,13.20,0,2,0,0,8,30,27, 60, 161, 1, 0, 17,6,2,59, 39241, 169701, 179225, 74.83, 86200,1821.2
"coldsteeler suck",2.08,8.00,7.70,8.00,2,2,3,3,0,50,2, 34, 132, 11, 2, 16,2,4,57, 234872, 225347, 27267, 69.82, 133577,1918
"DHG LemonHope",1.36,4.70,7.60,5.60,0,4,5,1,0,30,18, 22, 108, 5, 1, 13,5,6,42, 177448, 244647, 55624, 84.25, 109277,1722.9
"Judë",3.64,7.40,4.40,8.60,0,0,0,10,0,80,4, 27, 85, 26, 6, 16,5,5,59, 230653, 167643, 34646, 37.15, 138865,1765.9
"Papa Sully",2.74,5.00,4.30,6.80,0,0,2,8,0,50,16, 36, 95, 13, 0, 12,3,4,54, 199351, 149239, 25337, 38.87, 111996,1699.9
"Khaleeista",3.80,7.90,4.10,7.70,0,0,1,9,0,60,3, 37, 140, 20, 7, 20,1,6,62, 303840, 172007, 36396, 52.65, 143293,2040.8
"Spirit Fingers",2.24,7.60,6.70,7.40,10,0,0,0,0,50,20, 44, 158, 13, 2, 19,4,3,54, 251499, 316065, 81141, 75.05, 138032,1919.5
"SummonerSquid",3.06,2.80,3.30,7.30,0,10,0,0,0,40,28, 68, 96, 6, 2, 14,1,1,52, 111836, 260970, 93567, 126.07, 97608,1631.3
"Bombardiere",2.14,4.50,4.90,6.00,0,9,1,0,0,60,15, 55, 292, 7, 2, 13,3,7,49, 153751, 205368, 73242, 43.33, 109173,1778
"Eyons",4.19,12.30,4.70,7.40,0,1,1,8,0,80,2, 39, 95, 29, 9, 21,6,9,70, 330948, 224420, 42561, 54.13, 155476,1832.3
"Sylentless",3.44,5.00,3.20,6.00,0,0,4,5,1,40,7, 27, 90, 12, 3, 18,1,3,50, 182489, 159534, 31099, 13.37, 118270,1867.8
"sunrevA",2.18,6.40,5.70,6.00,2,1,5,2,0,20,17, 39, 154, 5, 0, 8,2,3,55, 214886, 221444, 39177, 111.03, 123324,1889
"Abraham",3.68,7.40,5.00,11.00,7,0,3,0,0,40,21, 17, 122, 13, 1, 19,1,6,61, 250876, 296236, 57103, 95.53, 132110,1943.8
"Glacial StorX",4.06,8.00,3.60,6.60,1,1,4,4,0,70,5, 18, 112, 12, 0, 12,6,5,55, 207700, 138891, 16701, 52.43, 118491,1714.4
"Zuexa",3.43,5.50,4.40,9.60,0,0,2,6,2,60,5, 43, 90, 18, 2, 18,1,5,56, 225062, 200525, 30978, 34.95, 131362,1921.1
"Zynogre",2.56,4.40,3.40,4.30,0,0,2,7,1,20,8, 21, 118, 7, 1, 8,5,3,55, 133969, 157666, 18387, 29.12, 109561,1659.9
"Helping",5.43,0.80,2.80,14.40,0,0,0,0,10,80,37, 72, 180, 3, 2, 18,3,2,62, 68472, 115511, 8170, 30.80, 86268,1631.7
"Yin Hei",1.42,2.50,7.60,8.30,2,2,0,0,6,10,5, 38, 149, 3, 1, 9,2,1,46, 110679, 241400, 68890, 45.90, 91253,1801
"A53 Brado",2.94,3.70,3.40,6.30,8,0,2,0,0,50,23, 22, 144, 9, 4, 16,10,3,51, 158749, 207021, 33723, 55.12, 109283,1748.1
"Lock0nStratos",2.18,3.30,5.50,8.70,3,0,0,3,4,40,26, 58, 217, 5, 1, 17,2,3,50, 127384, 169004, 89113, 49.10, 103515,1844.6
"Bleuchan",3.70,1.00,2.30,7.50,0,0,0,0,10,20,42, 90, 263, 2, 0, 9,0,3,57, 38270, 109919, 65841, 20.77, 85024,1981.3
"muvsbrolol",1.77,8.70,8.80,6.90,0,1,0,9,0,60,2, 43, 128, 18, 1, 13,1,8,56, 272399, 235934, 46551, 132.32, 141285,1959.2
