"SummonerName","KDA","AvgKills","AvgDeaths","AvgAssists","TOP_played","JUNGLE_played","MID_played","ADC_played","SUPPORT_played","WinRate","VisionControl","TowersKilled","DragonsKilled","RiftHeraldKilled","BaronKilled","KillContribution","CCDuration","AvgGameLength"
"GochuHunter",2.90,6.70,4.80,7.20,0,0,0,10,0,80,7,14,20,8,5,49,44.43,1809.7
"IPlayYouListen",2.30,6.10,6.00,7.70,0,1,0,6,3,50,31,9,8,6,4,57,56.95,1750.6
"DZG Doomtrobo",2.06,4.00,6.50,9.40,1,6,0,0,3,40,8,6,9,6,4,57,66.82,1776.4
"Tafius",2.75,6.00,4.00,5.00,0,8,2,0,0,30,6,15,11,0,2,50,45.58,1649
"ArgonautGG",2.80,5.70,4.90,8.00,0,10,0,0,0,50,16,0,17,5,3,61,89.07,1691.7
"Guonade",2.58,1.90,4.80,10.50,1,3,0,0,6,50,17,13,11,2,2,57,53.55,1758.6
"MBR Stunt",2.44,2.40,5.90,12.00,1,0,4,0,5,40,21,2,12,3,3,58,63.43,1825.5
"QQi1035716423",2.20,5.20,5.00,5.80,8,0,1,1,0,70,17,14,13,9,4,43,99.27,1683.6
"BKSMOOTH",2.21,5.90,6.10,7.60,0,2,1,7,0,50,10,12,16,6,4,50,55.27,1830.3
"Volt",2.47,6.40,5.70,7.70,0,3,0,7,0,40,6,16,9,2,1,55,50.23,1788.6
"PhD Wumbologist",2.22,5.00,5.10,6.30,0,0,2,8,0,30,1,11,16,3,4,55,79.37,1791.7
"I love Trance",4.32,2.00,3.10,11.40,0,0,0,2,8,40,51,4,12,2,6,59,37.98,1678.4
"ARM PewPew",2.00,5.20,5.70,6.20,0,0,2,8,0,50,8,9,10,1,5,51,45.10,1665.3
"wan ru qing kong",3.06,6.60,5.00,8.70,1,4,5,0,0,60,10,9,23,4,5,56,60.27,1941
"Zorlas",2.24,5.10,4.60,5.20,3,0,7,0,0,50,2,9,13,3,4,48,40.47,1743
"sha bi",1.92,4.20,4.80,5.00,8,0,2,0,0,30,30,5,12,3,1,46,226.48,1674.4
"Serilium",3.54,1.80,4.60,14.50,0,1,0,0,9,80,44,1,11,2,5,58,40.07,1624.9
"Jordian",3.37,3.40,3.50,8.40,0,1,1,7,1,50,4,14,11,5,3,57,41.03,1752.4
"Scott991",4.21,1.40,2.90,10.80,0,0,0,0,10,50,19,1,13,2,2,59,40.83,1597.6
"Bae Jae",2.91,6.10,4.30,6.40,5,0,4,1,0,40,14,10,8,5,4,53,54.12,1752.7
"ProofOfPayment",3.63,5.10,4.30,10.50,4,4,0,0,2,70,17,6,18,7,1,58,106.33,1858.5
"Tw Tv Nientonsoh",2.28,5.00,4.70,5.70,0,3,0,7,0,60,10,14,14,3,7,49,69.10,1821.9
"Rest1nPeace",2.40,3.20,4.20,6.90,0,2,0,2,6,40,24,1,15,2,3,57,50.23,1762
"New Experience",1.93,5.50,6.00,6.10,8,0,0,2,0,60,9,12,8,2,5,47,48.03,1611.1
"Commando Elite",3.35,4.10,4.90,12.30,3,3,2,0,2,70,34,11,16,3,3,59,164.57,1815.8
"Woodz",3.74,5.80,4.20,9.90,0,10,0,0,0,50,19,11,19,2,5,63,116.77,1895.6
"AsianSaltedFish",3.90,3.60,3.10,8.50,2,7,0,0,1,70,15,12,11,3,4,56,140.52,1638.6
"Sithu",5.22,2.10,2.30,9.90,0,2,0,0,8,70,37,7,15,6,5,55,33.68,1726.6
"ahem",2.10,7.50,8.10,9.50,5,1,1,3,0,40,8,3,13,2,3,53,139.55,1905.4
"Pobelter",2.34,5.80,5.80,7.80,0,2,7,0,1,60,27,8,11,4,6,50,55.00,1766.3
"Artemius I",3.33,5.70,4.00,7.60,6,0,4,0,0,80,19,7,14,5,5,51,40.07,1576.5
"Iley",2.60,5.20,4.00,5.20,0,0,0,10,0,50,0,13,12,4,3,47,20.05,1744.9
"momsbaguette",1.77,4.50,5.70,5.60,3,4,1,2,0,30,26,7,13,0,2,52,68.30,1754.3
"I onIy Top",1.51,2.70,3.90,3.20,6,0,0,4,0,40,0,2,7,2,2,42,90.67,1521.4
"WildTurtle",3.06,6.90,5.10,8.70,0,4,1,4,1,50,4,9,8,1,3,61,85.58,1846.6
"Discrete",2.65,5.40,4.00,5.20,0,9,0,0,1,40,7,10,14,0,4,53,67.53,1688.4
"Sailor Dude",2.36,5.00,4.40,5.40,1,2,0,6,1,40,13,4,9,3,6,52,57.77,1702.1
"Imunne",3.25,1.40,4.00,11.60,0,0,0,2,8,50,22,1,17,2,5,54,28.45,1875.9
"kMSeunG",2.92,4.60,4.00,7.10,0,5,5,0,0,40,20,5,10,1,2,48,91.82,1748.1
"1035716423qqq",2.82,4.30,3.90,6.70,5,1,0,4,0,70,7,11,16,5,5,45,102.18,1917
"Unpleasant",2.35,5.80,4.60,5.00,0,2,0,8,0,40,8,5,8,3,1,53,41.62,1562.7
"LegitKorea",2.13,4.00,5.60,7.90,0,0,8,1,1,50,27,4,15,5,4,49,26.65,1923.3
"Protohype Black",1.56,5.00,6.40,5.00,4,0,0,6,0,50,0,11,14,6,2,53,88.53,1634.3
"Naeun",4.22,6.80,3.70,8.80,2,5,2,0,1,90,46,21,13,7,8,57,203.05,1762.4
"Banwas",3.69,5.70,3.20,6.10,0,0,4,6,0,70,13,18,12,3,4,54,45.18,1714.7
"Sharpe",3.05,3.50,4.20,9.30,1,5,1,0,3,40,7,10,13,3,3,57,48.22,1838.5
"Can Of Tofu",1.49,3.50,5.90,5.30,0,2,0,8,0,20,3,9,11,3,6,47,54.85,1922
"Critsyl",2.51,9.50,6.70,7.30,0,0,0,10,0,50,7,18,15,4,2,74,65.68,1828.8
"PieCakeLord",3.63,6.30,4.30,9.30,3,6,0,0,1,60,27,9,12,4,4,57,148.48,1655.4
"Misfit Alex Ich",3.86,7.80,3.50,5.70,1,5,4,0,0,60,13,8,13,7,4,52,76.03,1685.1
"Dyrus",2.87,3.50,4.50,9.40,6,0,1,0,3,50,6,5,16,8,6,51,56.25,1958
"4444",3.45,5.10,3.30,6.30,9,0,0,1,0,50,3,18,13,3,5,55,16.97,1733.4
"Hairyabs",2.53,8.60,5.90,6.30,0,10,0,0,0,50,17,7,8,6,4,56,72.48,1618.3
"freelancer",3.08,3.60,3.70,7.80,3,0,5,1,1,40,38,9,12,2,3,56,176.43,1714.8
"MorningBacon",3.83,0.90,4.00,14.40,0,0,0,0,10,70,32,2,15,4,4,65,33.48,1767.7
"umperor",1.54,2.80,5.00,4.90,5,4,0,0,1,30,0,7,6,1,5,42,93.68,1543.8
"QIngChord",2.75,5.40,4.00,5.60,0,0,1,9,0,60,5,25,12,2,5,49,37.50,1711.6
"Chapanya",3.16,5.50,4.30,8.10,1,0,6,0,3,70,30,9,13,3,4,47,47.37,1782.2
"evilaxeL",4.65,1.30,3.10,13.10,0,0,0,0,10,70,47,3,13,3,7,61,35.90,1743.3
"Wish",2.21,5.20,5.60,7.20,0,6,0,4,0,40,19,15,11,1,3,59,150.98,1757.9
"sKILLSHOTz FIRED",2.85,1.90,4.80,11.80,0,0,2,0,8,50,61,6,17,5,4,56,41.73,1843
"Short Dog",2.43,3.90,5.10,8.50,2,5,0,0,3,30,28,3,8,1,2,55,82.70,1748.7
"EternumZetsu",1.83,7.20,8.70,8.70,9,0,1,0,0,70,10,9,20,2,6,47,71.10,1897.9
"gOgOgOgOgOgOgO",1.94,3.70,6.30,8.50,4,0,2,0,4,30,25,1,14,0,2,52,28.57,1685.5
"Kaichu",3.81,1.10,3.60,12.60,1,0,1,0,8,40,29,2,14,3,1,63,43.20,1873.5
"Ban Nidalee",2.90,5.60,3.90,5.70,0,10,0,0,0,10,15,2,8,2,2,65,95.43,1795.6
"spermbanked",2.58,7.30,5.90,7.90,0,8,2,0,0,40,1,7,15,6,5,56,87.25,1971.6
"Chibify",2.84,5.90,5.50,9.70,0,5,0,5,0,30,5,6,14,1,5,61,83.52,1988.5
"Not paroL",1.52,4.20,7.30,6.90,0,0,1,9,0,40,1,15,12,3,3,43,59.67,1834.5
"Cpt Squirtle",3.85,4.70,3.30,8.00,0,2,0,8,0,70,21,16,12,6,2,53,39.38,1562.4
"ettelliG",3.06,9.80,6.30,9.50,1,0,8,0,1,90,11,11,24,3,8,58,112.63,2015.7
"CHlCKEN NUGGER",2.35,3.80,5.10,8.20,0,6,0,3,1,20,3,4,8,2,3,59,78.13,1741.8
"Sebi",2.71,7.60,4.80,5.40,3,0,7,0,0,60,9,14,13,1,4,52,61.38,1747.1
"TheIceCreamDaddy",4.09,5.00,3.20,8.10,0,10,0,0,0,80,29,6,15,7,3,54,113.38,1593.6
"Immerses",2.22,5.20,6.00,8.10,10,0,0,0,0,60,21,13,15,4,4,53,84.55,1783.1
"SAGA KevinC",2.24,4.30,5.50,8.00,1,0,9,0,0,30,18,8,16,4,5,52,68.42,1923.1
"Main Bae",2.33,5.40,4.30,4.60,0,0,0,10,0,60,0,16,12,4,6,47,72.10,1531.2
"FrozenNight",2.15,1.50,5.30,9.90,0,3,0,0,7,70,34,3,16,4,4,54,56.32,1708.8
"cabstract",3.77,4.70,3.50,8.50,1,4,1,3,1,50,10,3,15,6,5,57,58.58,1605
"SOLID SNEK",3.71,4.30,3.40,8.30,7,2,1,0,0,50,1,9,9,0,3,46,204.17,1748.7
"I am Boro",1.87,3.50,4.50,4.90,2,1,4,0,3,30,26,7,11,6,2,52,52.35,1631.9
"a very bad time",3.24,6.10,4.60,8.80,7,1,1,1,0,70,4,9,10,2,3,53,179.93,1925.4
"ArmsofSilver",2.66,1.40,5.90,14.30,0,1,0,0,9,50,52,5,11,5,6,64,65.87,1813.2
"Juhkee",2.61,4.60,4.60,7.40,5,5,0,0,0,40,6,8,10,3,2,57,96.43,1707.1
"Mortal Phoenix",1.13,4.50,7.70,4.20,5,2,3,0,0,30,14,7,11,1,4,46,29.52,1574.3
"Feed Sin",4.44,10.70,4.10,7.50,0,9,0,0,1,90,18,22,26,5,9,61,112.52,1824.3
"I Shadow l",2.72,7.00,5.70,8.50,8,2,0,0,0,70,10,16,16,4,8,50,121.63,1850.4
"Shaygo Baygo",5.95,3.70,1.90,7.60,10,0,0,0,0,60,12,8,16,2,0,55,85.20,1599.6
"hipp0p0t4mus",2.73,1.20,4.40,10.80,0,0,1,0,9,70,42,8,19,3,7,46,29.45,1845
"Wo you Vxin",3.47,5.50,3.80,7.70,4,1,4,1,0,80,9,8,14,5,5,52,69.33,1625.6
"im False",1.53,3.40,5.70,5.30,3,1,6,0,0,40,12,6,6,2,2,41,72.92,1541.1
"Antz",3.03,4.50,3.50,6.10,0,4,1,3,2,50,17,6,11,1,2,55,33.67,1510.6
"C9 Bunny FuFuu",1.86,2.50,7.10,10.70,0,0,0,1,9,30,26,1,8,0,3,58,35.05,1652.4
"Im Avi",1.93,4.80,6.90,8.50,1,4,1,1,3,40,9,2,8,5,2,55,68.33,1689.3
"Xenoncas",2.36,5.50,5.50,7.50,0,4,3,3,0,30,12,4,12,3,3,59,78.25,1744.1
"Haanii",1.82,0.70,4.00,6.60,0,0,1,0,9,20,25,2,10,2,0,44,28.15,1654.1
"God Piiggy",3.91,5.00,3.20,7.50,0,0,2,7,1,70,15,23,20,6,6,51,44.78,1801.3
"raf Banshee",2.71,4.40,4.10,6.70,0,0,2,8,0,50,4,16,14,7,5,50,22.52,1604.9
"eelfish",1.69,2.40,4.90,5.90,8,0,1,0,1,60,0,12,13,3,3,39,74.38,1570.3
"ADC Huni",3.65,7.80,4.90,10.10,2,1,0,7,0,80,5,25,9,4,5,58,82.15,1537.7
"bdbdotcom",2.22,1.60,5.00,9.50,1,0,2,0,7,40,23,2,6,1,3,53,39.80,1782.9
"Winter",2.50,1.70,5.80,12.80,1,1,0,0,8,60,39,2,15,9,4,54,38.97,1840.5
"C9 Lemon",3.58,1.70,4.30,13.70,0,0,0,0,10,60,34,4,11,5,5,62,45.58,1851.1
"boy",2.56,5.10,5.00,7.70,0,0,0,10,0,40,8,9,14,3,4,57,39.72,1854.4
"Ahpulzz",4.60,1.70,3.50,14.40,0,0,1,0,9,60,57,4,13,4,10,67,75.37,2057.8
"Program",2.36,5.10,5.00,6.70,0,0,9,1,0,30,18,9,15,5,3,54,60.03,1844.2
"i loved you",3.00,1.00,5.00,14.00,0,0,0,0,10,40,45,5,8,3,3,58,20.20,1774.3
"One Called Saint",3.42,3.20,4.50,12.20,2,2,0,0,6,60,33,6,14,2,6,61,114.47,1814.2
"UnicornGG",2.50,6.10,4.80,5.90,0,1,1,8,0,30,6,14,10,4,5,50,152.78,1895.5
"734",4.06,1.40,3.50,12.80,0,0,0,0,10,40,37,1,11,3,3,58,78.43,1921.9
"Nebulite",2.80,4.90,5.10,9.40,6,2,2,0,0,40,4,8,18,4,5,54,62.78,1896.1
"JayJ",2.98,2.50,4.80,11.80,0,4,0,1,5,40,13,6,12,2,4,65,59.18,1734.4
"NA is good",3.32,4.90,3.80,7.70,7,0,3,0,0,70,11,21,12,2,6,54,93.07,1812.2
"Susanowo",1.59,0.70,4.90,7.10,2,0,0,0,8,20,56,1,3,3,0,46,51.50,1735.5
"hacking machine",7.00,7.80,2.30,8.30,0,8,2,0,0,70,13,7,15,6,6,65,166.07,1708.2
"Fr Endless",4.58,3.70,3.80,13.70,1,0,0,2,7,70,62,6,19,6,5,67,61.53,1896.4
"Sun  2",2.90,6.80,4.00,4.80,0,1,7,2,0,60,10,6,14,4,3,47,27.98,1649.7
"lets win this",2.88,6.80,4.30,5.60,0,0,4,6,0,60,1,15,13,0,2,54,67.70,1703.6
"oShogun",2.51,2.90,4.10,7.40,2,4,1,0,3,20,25,1,11,7,1,55,106.38,1721.4
"Best Tryndora NA",3.16,4.70,3.20,5.40,7,1,2,0,0,60,0,18,18,6,1,49,30.65,1578.3
"Beautiful Korean",2.72,6.40,5.00,7.20,0,6,4,0,0,20,10,7,10,2,6,51,121.95,2026.8
"DumPooPoo",3.29,5.40,5.20,11.70,1,4,1,2,2,40,29,10,14,3,5,58,70.73,1989.6
"12251992",4.41,7.60,3.90,9.60,1,2,7,0,0,80,21,9,15,5,8,65,71.05,1799.7
"Hwarang Do",2.28,3.00,4.30,6.80,7,0,2,0,1,20,22,4,6,2,3,51,124.92,1727.4
"Masayah",2.14,3.30,7.10,11.90,0,0,3,2,5,20,29,3,9,1,4,57,31.77,1860.7
"TLG solo",2.71,6.30,5.10,7.50,1,3,6,0,0,60,24,7,15,4,7,49,109.93,1894.2
"NintendudeX",2.72,5.40,3.90,5.20,0,5,0,5,0,30,9,11,5,2,2,52,36.62,1611.6
"BobbyTea",2.71,6.10,4.90,7.20,8,2,0,0,0,60,17,9,13,3,5,50,143.72,1911.7
"The Life of Voy",1.50,8.00,7.60,3.40,5,0,5,0,0,40,10,10,8,3,4,45,48.43,1692.4
"S Diana 2",1.62,3.60,4.50,3.70,3,2,5,0,0,30,10,7,10,5,2,37,16.02,1692.6
"Meaningless",2.96,6.30,5.10,8.80,0,4,2,4,0,40,10,7,10,2,4,62,90.98,1889.7
"MMMMMagina",2.46,8.10,5.90,6.40,3,2,0,5,0,50,6,21,17,7,7,60,35.97,1830.8
"Nijijinchuuriki",3.23,2.10,4.40,12.10,1,3,0,0,6,80,25,7,13,3,6,62,74.48,1736.9
"Hey Its Envy",2.58,4.00,3.80,5.80,7,2,1,0,0,30,5,7,9,2,1,49,97.35,1484.1
"COLOMBIAPARCE",1.63,3.10,6.40,7.30,0,0,0,6,4,30,19,5,11,2,1,43,38.85,1671.9
"DEVangelis",4.30,4.20,2.70,7.40,6,4,0,0,0,50,24,4,11,6,2,52,125.88,1644.7
"SAGA MASARU",3.04,2.10,5.50,14.60,0,0,0,1,9,30,38,0,22,5,8,61,44.92,2214.9
"Kat In the Hat",3.28,7.00,3.90,5.80,1,0,8,1,0,40,19,13,14,2,3,62,42.32,1841.5
"6 Appeal",2.50,5.10,5.00,7.40,2,0,0,7,1,60,28,7,12,2,5,50,113.57,1747.9
"GoldGenerator",1.93,3.70,5.40,6.70,0,4,3,3,0,20,12,4,7,2,2,58,38.77,1640.1
"Acoldblazeolive",2.42,8.30,6.40,7.20,0,0,9,1,0,60,22,19,15,4,8,53,53.68,1918.1
"MRTONERBONER",2.38,4.20,4.80,7.20,0,10,0,0,0,40,46,9,10,6,0,56,92.20,1862.7
"Mirajane Strauss",3.64,3.50,4.70,13.60,2,1,1,0,6,70,45,7,17,3,6,60,110.75,1848.7
"Dare 2 Defy",4.29,7.30,3.40,7.30,0,0,3,7,0,80,13,21,10,5,7,52,21.15,1720
"CloudNguyen",1.73,3.90,5.20,5.10,1,3,5,0,1,40,24,7,6,5,2,49,34.63,1593.2
"Arenzii",3.11,0.80,4.40,12.90,0,0,1,0,9,50,14,3,14,3,3,63,17.22,1740.9
"TDK Chelly",2.41,6.70,5.40,6.30,0,2,8,0,0,60,21,5,8,5,3,51,104.40,1556
"IamLightUrShadow",2.96,9.10,5.00,5.70,2,0,8,0,0,70,21,12,20,6,6,51,45.03,2025.1
"Vultix",2.81,5.40,5.30,9.50,0,5,0,5,0,60,3,6,17,0,4,57,92.72,1832.5
"Wikko",2.78,2.90,4.10,8.50,0,4,0,1,5,20,21,2,9,1,3,60,77.23,1797.7
"Soui",3.76,2.30,3.40,10.50,7,0,0,0,3,80,18,9,12,4,7,54,99.08,1800
"KillerFeel",2.34,3.70,4.40,6.60,0,5,5,0,0,50,12,6,8,4,3,54,87.25,1624.8
"budgingpandora",2.44,6.80,4.50,4.20,1,3,1,5,0,60,5,16,10,4,2,49,99.83,1516
"Romant1c",4.15,7.20,3.90,9.00,0,0,0,9,1,90,26,29,16,8,6,60,53.73,1745.5
"Seyfo Kral",2.42,5.00,5.70,8.80,1,0,5,4,0,60,9,15,13,5,4,52,36.78,1749.8
"Forrun",2.96,1.60,4.90,12.90,0,0,0,3,7,60,38,1,18,0,8,62,17.60,1741.3
"snowghost",2.90,7.00,4.00,4.60,3,2,5,0,0,40,11,8,7,2,2,56,73.95,1677.4
"toontown",5.28,5.00,2.90,10.30,4,3,0,0,3,70,37,6,15,11,3,67,106.43,1579.9
"Tuesday Chicken",2.07,3.70,5.90,8.50,1,2,6,1,0,40,18,10,12,3,3,54,76.60,1673.9
"WC Lord Christo",5.00,1.30,3.10,14.20,0,0,0,0,10,50,50,4,12,2,6,67,22.58,1694.6
"jnj e",3.14,5.90,3.50,5.10,0,0,0,10,0,60,0,19,16,4,4,54,45.12,1569.9
"novakova",3.11,4.00,3.50,6.90,1,0,1,7,1,30,10,5,9,4,2,57,72.50,1808.6
"S Diana 2 NA",3.62,6.50,3.70,6.90,4,0,6,0,0,60,11,12,15,5,6,49,13.93,1804.4
"O My Money",3.16,2.80,3.70,8.90,0,1,0,2,7,50,7,6,7,2,4,58,51.25,1720.9
"Arceesenpai",2.67,6.70,4.50,5.30,0,1,2,7,0,60,8,12,6,2,5,57,29.20,1436.5
"Mohobomo",2.61,1.20,5.70,13.70,1,0,0,0,9,50,30,6,14,3,7,57,62.50,1948.6
"Absoulte",3.19,2.70,3.20,7.50,1,0,4,1,4,50,22,6,7,2,4,56,26.12,1613.6
"Extort",2.10,6.30,7.10,8.60,1,0,9,0,0,50,4,9,14,3,6,53,77.73,2034.2
"s7efen",3.11,3.00,4.60,11.30,0,5,0,0,5,50,26,4,8,4,3,55,88.23,1844.4
"Lycho",2.42,2.60,3.30,5.40,1,8,1,0,0,60,2,17,15,1,4,41,103.17,1772.5
"Chimp",2.02,4.70,5.70,6.80,9,0,1,0,0,50,9,9,13,5,5,52,139.77,1654.4
"f0k off m8",4.50,4.70,2.20,5.20,9,1,0,0,0,50,26,16,7,8,6,57,128.23,1765.3
"Auberaun",3.85,2.70,4.70,15.40,2,0,1,1,6,50,11,9,21,2,5,61,85.63,1986.9
"UseScripts2Dodge",4.84,4.70,2.50,7.40,0,0,1,7,2,80,9,16,19,7,6,51,77.12,1683.2
"MR NO CHILL",3.02,5.10,4.30,7.90,1,7,0,0,2,70,4,8,8,1,5,55,83.40,1562.5
"Zizzz KinG",2.70,1.40,4.60,11.00,0,0,1,1,8,60,17,3,20,5,4,53,77.07,1743.1
"Doublestop",2.92,2.80,3.80,8.30,10,0,0,0,0,60,20,13,10,3,3,43,236.20,1721.1
"Ace Monster",2.12,4.20,4.90,6.20,1,1,6,2,0,40,12,7,11,3,3,49,22.50,1531.5
"DJURK",3.69,7.30,3.50,5.60,0,0,1,9,0,80,3,24,16,7,5,52,46.67,1630.5
"KangSi",2.88,6.40,4.10,5.40,1,1,2,6,0,60,5,18,14,1,2,53,48.97,1634.2
"Mr Dlckens",3.89,6.70,3.80,8.10,0,0,1,8,1,60,15,17,6,2,5,61,51.12,1665.9
"KonKwon",3.18,1.20,4.50,13.10,0,1,1,0,8,70,94,1,10,8,7,56,64.72,1752.2
"value",3.82,3.90,2.20,4.50,0,0,2,8,0,50,8,15,14,5,3,49,23.83,1506.6
"ordinn",3.38,3.90,3.20,6.90,10,0,0,0,0,50,25,7,18,3,4,48,416.15,2066.1
"stupid monkey",4.54,7.30,4.10,11.30,3,1,0,4,2,80,23,9,15,4,4,58,84.55,1739.7
"hua kai",2.36,4.20,4.40,6.20,8,1,0,0,1,50,22,8,13,5,6,45,102.22,1658.7
"SE Sazuya",2.20,4.30,5.00,6.70,6,0,4,0,0,40,18,9,17,3,3,47,67.80,1764.9
"TL Lourlo",2.38,5.60,6.60,10.10,9,0,1,0,0,50,27,11,7,2,9,48,192.68,1913.2
"She Limp",3.00,7.40,5.30,8.50,0,6,4,0,0,50,21,12,5,4,4,66,103.38,1740.3
"i miss us",2.72,6.10,4.60,6.40,9,0,1,0,0,60,28,6,6,3,3,46,120.33,1643.5
"Dardoch TL",3.53,5.50,4.90,11.80,0,8,0,0,2,40,34,5,6,3,5,61,139.35,1903.7
"ShadowofSelf",2.37,1.70,5.70,11.80,0,2,0,0,8,70,35,13,8,6,7,50,105.47,1757.7
"zirix is squid",1.78,5.60,5.80,4.70,0,1,4,5,0,30,4,6,8,6,0,48,26.67,1624.9
"m1ssslowie",5.25,9.00,2.80,5.70,2,0,2,6,0,80,4,20,10,6,5,61,60.53,1416
"Ken Kire Moth",1.89,3.30,5.50,7.10,0,1,7,1,1,30,29,9,11,2,1,53,71.70,1575.6
"35p",1.67,6.50,9.40,9.20,6,3,1,0,0,40,3,9,15,1,4,53,63.57,1996.6
"h4hImBetrThanU69",1.14,3.40,5.70,3.10,0,0,1,9,0,20,2,7,2,2,0,45,27.22,1401.2
"davidroo",4.90,6.50,4.00,13.10,1,5,0,0,4,70,15,5,15,2,4,61,135.27,1823.3
"Taza",3.07,1.90,4.40,11.60,0,1,0,0,9,30,48,5,10,3,2,59,57.70,1689
"stephability",4.45,5.20,2.90,7.70,2,0,8,0,0,50,17,5,13,6,5,59,101.08,1827
"Piggy Gone Wild",2.80,4.80,4.10,6.70,0,5,2,0,3,50,23,7,7,4,4,52,84.47,1554
"TBD TheReborn",2.11,5.30,5.30,5.90,7,1,2,0,0,50,32,16,17,4,2,51,148.80,1880.6
"TinyTwists",2.08,7.90,7.30,7.30,0,6,0,4,0,70,4,11,18,1,4,52,92.18,1887
"Olympiens",2.33,3.90,5.20,8.20,2,0,4,1,3,60,11,9,9,2,3,53,29.60,1675.5
"Zero Pressure xD",3.93,0.80,4.30,16.10,0,0,0,0,10,70,54,4,13,2,6,66,56.90,1916.6
"25th Sol",2.10,5.90,6.70,8.20,6,3,1,0,0,60,5,7,21,1,6,52,163.43,2131.9
"2something",1.58,4.10,5.30,4.30,0,1,0,9,0,30,0,11,7,4,3,46,52.52,1691.9
"IWDominate2",2.35,4.30,5.50,8.60,3,5,2,0,0,60,18,9,13,2,6,59,119.68,1799.1
"C00LStoryJoe",3.90,6.70,3.00,5.00,6,4,0,0,0,30,0,2,5,1,1,60,36.67,1672.7
"CleverAdvisor",1.33,1.40,5.70,6.20,8,1,1,0,0,40,6,11,11,3,3,37,63.95,1714.2
"HvK DCStar",2.44,7.50,6.20,7.60,0,1,6,3,0,50,22,14,21,3,4,50,58.83,1894.7
" Casely",2.39,6.30,5.90,7.80,0,0,3,4,3,50,19,6,9,0,3,59,41.10,1746.8
"RettibYrev",2.11,3.30,7.00,11.50,1,0,0,0,9,40,28,9,17,5,7,58,67.03,1883.6
"Kinoscorpia",2.43,5.10,4.90,6.80,7,2,1,0,0,50,12,17,12,4,3,55,78.87,1759.2
"JOGViking",2.85,6.20,4.10,5.50,0,1,9,0,0,50,14,8,15,5,3,50,25.55,1648.9
"Papi Ozi Bounce",3.07,10.00,5.80,7.80,0,7,3,0,0,30,3,3,10,4,3,62,105.85,1991.4
"xFSN Saber",3.38,5.60,3.40,5.90,0,1,1,8,0,60,18,12,14,3,1,63,34.50,1499.4
"Tolemeo",2.19,3.60,4.70,6.70,3,6,0,1,0,40,21,2,8,6,3,59,157.43,1688.1
"Kiwi and Yan",2.71,6.50,5.60,8.70,5,4,1,0,0,70,5,8,14,2,4,56,65.67,1758.5
"tkDarkSide",2.18,5.00,4.90,5.70,3,7,0,0,0,10,6,5,6,0,2,60,114.07,1780.7
"Lord Jirall",5.21,2.90,2.40,9.60,5,0,0,2,3,50,37,11,13,5,4,53,106.75,1737.8
"santok1",5.08,1.00,2.40,11.20,1,0,0,0,9,70,38,2,14,3,5,56,19.75,1685.5
"Pokerstars",2.68,5.10,5.00,8.30,0,3,1,1,5,70,12,10,14,7,8,46,74.92,1892.8
"Loller Redding",2.03,5.20,7.60,10.20,9,1,0,0,0,60,5,17,14,1,8,51,76.52,2011.6
"cute toplaner",3.08,5.30,3.60,5.80,10,0,0,0,0,70,21,10,10,2,6,47,81.58,1659.2
"OnlyKeoo",4.33,1.70,3.90,15.20,0,0,0,0,10,60,44,1,18,2,3,66,62.82,1828.6
"GBC Kimochiii",2.82,7.60,5.60,8.20,0,0,0,9,1,30,8,11,12,1,3,64,33.77,1820.2
"2001 10 03",2.37,5.40,4.90,6.20,0,2,2,6,0,30,5,5,12,4,3,56,49.80,1677.4
"VoidIncarnated",2.94,5.10,4.70,8.70,6,0,4,0,0,50,1,6,12,2,7,49,152.32,1955.3
"OKamioMisuzuO",2.73,1.60,4.40,10.40,0,1,0,4,5,60,21,3,9,5,2,64,28.02,1648.3
"InsanityXXX",2.81,6.00,6.20,11.40,1,0,4,2,3,60,21,10,10,9,7,58,67.87,1813
"Perfection",3.59,3.70,3.70,9.60,0,1,1,5,3,70,27,14,24,4,7,51,63.53,2079.8
"Zhanos",2.51,4.10,5.30,9.20,2,0,2,3,3,40,30,16,13,6,7,51,74.23,2086.3
"BIXA Coal",2.28,4.40,6.50,10.40,2,0,7,1,0,30,15,5,16,4,3,48,78.52,2187.5
"Masterfiend LFT",2.02,4.00,6.60,9.30,0,5,0,0,5,50,11,2,14,7,3,52,46.48,1736.3
"Gigamomo",2.90,5.80,4.80,8.10,0,4,5,1,0,70,13,6,21,5,6,50,111.35,1998.4
"ZheXue",2.39,8.30,5.70,5.30,5,0,0,5,0,50,14,14,9,4,5,44,86.52,1721.4
"Sophist Sage",3.38,6.30,4.00,7.20,4,0,0,6,0,60,4,14,14,0,0,49,59.83,1626.7
"KaNKl",6.73,6.20,2.20,8.60,1,1,1,4,3,100,9,21,20,7,6,54,36.97,1731.4
"dreamer hermes",2.51,7.00,4.90,5.30,0,2,8,0,0,30,0,6,10,4,1,57,48.82,1693.9
"Sol Genius",2.42,5.30,4.80,6.30,3,7,0,0,0,20,19,6,10,2,4,58,122.07,1779.8
"Overlord Forte",2.90,4.60,4.00,7.00,4,0,6,0,0,60,13,11,14,4,7,48,78.38,1791.6
"W0WFlXZ",2.26,5.60,5.40,6.60,2,1,7,0,0,70,9,11,18,1,3,46,60.15,1753.9
