"SummonerName","KDA","AvgKills","AvgDeaths","AvgAssists","TOP_played","JUNGLE_played","MID_played","ADC_played","SUPPORT_played","WinRate","VisionControl","TowersKilled","DragonsKilled","RiftHeraldKilled","BaronKilled","KillContribution","CCDuration","AvgGameLength"
"crywolfx",2.22,5.60,5.50,6.60,0,4,4,2,0,20,20,6,16,2,1,49,55.27,1890.6
"zroow",2.44,3.20,7.20,14.40,0,2,0,0,8,40,0,3,21,3,3,55,82.12,2146.7
"UnknownWizard",2.17,6.50,6.00,6.50,6,1,2,1,0,50,5,7,12,2,5,48,103.20,1818.5
"Slaying Immortal",2.53,8.40,6.60,8.30,2,3,4,1,0,50,0,17,17,1,6,49,171.40,2117.6
"youraime",2.62,6.90,5.80,8.30,4,0,6,0,0,80,2,13,17,4,4,49,54.02,2015
"i7 FTW",3.26,6.40,6.20,13.80,5,0,0,3,2,40,8,9,21,1,4,57,67.40,2133.9
"MRGAMEXWATCH",2.09,4.60,6.80,9.60,3,1,4,1,1,50,15,7,19,6,5,44,100.67,2019.7
"Reaper Areios",3.30,6.50,5.00,10.00,1,1,3,5,0,60,4,9,15,1,5,60,68.15,1834.8
"GSguerrilla",3.02,0.90,4.00,11.20,0,0,0,0,9,56,11,2,8,5,0,49,28.90,1767.6666666666667
"Luke Than 3102",2.53,2.40,6.40,13.80,0,0,1,4,5,60,12,3,18,3,3,51,19.03,1870.1
"WODHEmperor",3.26,9.10,6.10,10.80,1,0,0,9,0,60,16,26,22,2,5,57,97.62,2029.1
"CatacombDragon",1.70,5.90,8.80,9.10,5,1,4,0,0,50,7,9,16,2,2,40,189.60,2311.8
"dmghost",2.01,4.30,7.00,9.80,1,2,0,3,4,40,14,14,11,0,5,44,63.00,1885.6
"PotatoTheMan",2.93,1.80,4.50,11.40,2,3,0,0,5,40,1,5,23,3,8,49,224.32,1976.3
"Zespider",2.56,2.80,5.90,12.30,0,2,0,0,8,40,4,8,22,1,2,57,375.95,2262.9
"Taipei WetWetDer",2.91,3.20,4.50,9.90,1,3,0,6,0,50,0,5,22,1,1,44,50.93,1943.8
"Zukoskiller",2.20,2.30,5.40,9.60,0,2,3,0,5,40,19,5,13,2,4,43,86.92,1871.5
"zCannibalz",2.04,5.40,5.70,6.20,5,0,3,2,0,40,3,8,13,2,6,39,28.78,1852.8
"ColorlessBubble",2.25,11.60,7.70,5.70,0,0,3,7,0,30,5,11,18,3,8,57,110.25,2222.4
"Lonesome Warrior",1.54,5.40,7.20,5.70,5,0,2,1,2,40,9,8,14,3,2,37,52.25,2015.5
"coolbro50",2.96,6.60,5.50,9.70,0,2,6,1,1,70,4,7,16,1,9,42,36.82,2331.7
"zorio64",1.38,2.80,6.50,6.20,5,1,1,0,3,30,1,8,18,3,2,39,57.67,1972.9
"stonelotus",2.21,6.20,4.80,4.40,3,0,7,0,0,50,4,6,18,2,3,43,33.87,1892.9
"HeroAran",2.22,5.70,7.60,11.20,3,1,4,1,1,30,0,15,17,1,4,50,156.80,2228.8
"Zlemonman",2.14,8.80,7.20,6.60,3,2,5,0,0,30,7,11,18,1,5,54,48.88,2147.3
"W0RLDBREAKER",2.41,2.60,5.10,9.70,3,0,0,1,6,60,12,8,19,3,11,47,47.70,2058.3
"BIink 182",2.22,9.70,8.20,8.50,0,0,4,5,1,40,0,13,17,1,3,57,60.43,2051.1
"ObiwanCaBoneMe",2.64,7.50,5.30,6.50,0,6,1,3,0,50,1,9,12,2,4,44,94.90,1897.7
"Sesshomar",2.35,3.10,4.90,8.40,7,2,1,0,0,50,21,5,19,6,2,44,215.37,1932.1
"aburntrose",3.67,6.50,3.90,7.80,1,3,4,2,0,90,9,14,21,6,4,49,130.95,1775.3
"cheesybacon22",3.31,1.20,5.20,16.00,0,0,0,0,10,80,35,1,23,3,5,54,21.08,2107.2
"Path Revisited",5.09,7.70,3.20,8.60,5,1,4,0,0,60,4,14,16,4,4,62,48.55,1825.9
"scooter780",1.49,5.10,8.70,7.90,0,6,2,0,2,30,12,5,15,2,2,46,116.18,2039.6
"The Real Heimer",2.27,6.80,6.30,7.50,7,0,2,1,0,50,19,14,17,2,8,50,102.05,2151.1
"Hoodie Allen",2.82,5.20,4.90,8.60,3,3,2,0,2,50,2,12,23,1,8,47,83.47,2204.5
"CJ2SIK",1.46,6.00,8.90,7.00,2,0,1,7,0,40,5,16,18,5,5,45,40.00,2289.1
"Mr Caruso",2.77,7.80,5.60,7.70,0,1,0,9,0,60,0,22,18,5,8,54,21.15,2111.6
"jaschen",3.12,7.90,4.90,7.40,0,4,0,6,0,70,0,18,19,6,5,52,110.60,1989.4
"springjin",2.45,3.70,4.20,6.60,0,2,3,0,5,30,2,3,8,1,1,50,42.65,1743.2
"Blendsomefruit",3.22,9.10,5.50,8.60,1,0,7,2,0,50,4,5,18,1,2,55,87.20,2011.8
