SummonerName,KDA,AvgKills,AvgDeaths,AvgAssists,TOP_played,JUNGLE_played,MID_played,ADC_played,SUPPORT_played,WinRate,VisionWards,WardsKilled,WardsPlaced,TowersKilled,InhibitorKills,DragonsKilled,RiftHeraldKilled,BaronKilled,KillContribution,TotalDamageDealtToChampions,TotalDamageTaken,TotalHeal,CCDuration,GoldEarned,AvgGameLength,topPlayedLength,midPlayedLength,junglePlayedLength,adcPlayedLength,supportPlayedLength,D_ADC,DT_ADC,CS_zeroToTen_ADC,CS_ADC,H_ADC,D_MID,DT_MID,CS_zeroToTen_MID,CS_MID,H_MID,D_TOP,DT_TOP,CS_zeroToTen_TOP,CS_TOP,H_TOP,D_JG,DT_JG,CS_zeroToTen_JG,CS_JG,H_JG,D_SUP,DT_SUP,CS_zeroToTen_SUP,CS_SUP,H_SUP
GroundEffect,1.31,5.5,6.7,3.3,1,1,4,4,0,20,21,29,103,6,0,8,4,1,46,190542,184578,26329,40.47,98420,1511.6,1448,5496,1288,6884,0,98665,77973,67,868,12144,74413,65191,48.25,489,7510,7970,25013,54,164,5742,9494,16401,59,5,933,0,0,0,0,0
lIlIIIIIllIIIl,2.87,6.9,4.5,6,2,0,8,0,0,70,26,23,129,18,2,14,2,4,47,176268,160143,14673,49.1,111624,1558.9,2839,12750,0,0,0,0,0,0,0,0,148308,134542,53.13,1266,14412,27960,25601,61.5,309,261,0,0,0,0,0,0,0,0,0,0
TiP Past,4.05,4.1,4.2,12.9,0,3,0,2,5,60,29,61,180,1,1,12,6,4,68,134407,255076,80496,78.65,102080,1650.4,0,0,5076,3784,7644,46578,43997,62,347,7087,0,0,0,0,0,0,0,0,0,0,54583,110552,5.33,258,42825,33246,100527,8.6,106,30584
jonzaler,3.43,8.9,4.7,7.2,3,0,0,7,0,70,11,32,101,22,3,12,2,5,60,243023,231976,63974,73.88,126580,1714,5494,0,0,11646,0,160822,115006,63.86,1188,21770,0,0,0,0,0,82201,116970,66,586,42204,0,0,0,0,0,0,0,0,0,0
GangstahSwerve,2.39,7,5.9,7.1,0,10,0,0,0,40,24,67,149,6,0,12,3,7,59,200477,341056,108017,102.88,121644,1864.1,0,0,18641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200477,341056,2.7,844,108017,0,0,0,0,0
Nocturneking2,3.48,6.7,4.8,10,2,6,1,1,0,70,24,65,142,13,1,11,5,5,62,204340,284930,97185,81.4,123549,1753.6,3951,1405,10806,1374,0,19373,12297,42,135,1839,10982,11397,62,155,632,51130,57779,75.5,441,11950,122855,203457,7.67,500,82764,0,0,0,0,0
GG Oddie,3.3,5.6,4.7,9.9,0,5,2,1,2,30,29,69,153,3,0,7,1,1,60,167119,262392,83529,93.55,116057,1887.8,0,3304,10130,2481,2963,27290,21913,65,246,3146,30278,30033,66,326,2456,0,0,0,0,0,97787,180952,6,472,73255,11764,29494,10.5,60,4672
DIG Kirei,2.09,6.2,6.5,7.4,0,9,1,0,0,50,19,38,95,9,2,7,7,3,60,195094,256539,75610,76.78,107312,1573.5,0,1655,14080,0,0,0,0,0,0,0,16856,17088,60,172,782,0,0,0,0,0,178238,239451,4.78,701,74828,0,0,0,0,0
DZG 6ulb3tier,2.06,6.9,6.5,6.5,0,3,1,6,0,40,4,59,137,8,1,15,1,2,57,208711,210892,31933,50.52,127484,1848.7,0,2051,5251,11185,0,142002,111169,74.17,1401,16873,18982,22618,56,186,1886,0,0,0,0,0,47727,77105,23.33,136,13174,0,0,0,0,0
KeepoKing,3.44,7.8,5.2,10.1,1,0,2,7,0,90,11,24,88,19,4,11,7,6,55,249160,231239,49130,71.85,132361,1690.6,1633,3771,0,11502,0,182320,133642,63.14,1353,26317,48004,64973,77.5,424,13443,18836,32624,62,171,9370,0,0,0,0,0,0,0,0,0,0
Rohammers,2.35,5.9,5.2,6.3,8,0,2,0,0,60,28,33,107,11,1,16,3,5,47,212979,235583,60964,74.47,129273,1794.6,14564,3382,0,0,0,0,0,0,0,0,52532,46779,64,316,14948,160447,188804,63.25,1686,46016,0,0,0,0,0,0,0,0,0,0
C9 Sneaky,3.84,10.6,5.1,9,0,0,0,10,0,70,22,47,93,29,6,17,1,5,68,273726,200900,37496,55.02,154825,1900.5,0,0,0,19005,0,273726,200900,80,2299,37496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pretty Raheem,2.79,6.3,4.7,6.8,0,0,1,9,0,70,25,30,117,18,3,17,2,7,58,221866,175148,32133,55.85,130495,1777.2,0,1060,0,16712,0,208966,167520,75.78,2053,31607,12900,7628,83,132,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
